number,returns,variances,epsilon
122150,[0.20000 0.40000],[0.00000 0.00000],0.4209885977287844
122200,[0.20000 0.40000],[0.00000 0.00000],0.42088036621264646
122250,[0.20000 0.40000],[0.00000 0.00000],0.42077829870319994
122300,[0.20000 0.40000],[0.00000 0.00000],0.4206733500275084
122350,[0.20000 0.40000],[0.00000 0.00000],0.4205668135397657
122400,[0.20000 0.40000],[0.00000 0.00000],0.42046546750768743
122450,[0.20000 0.40000],[0.00000 0.00000],0.42036704968013355
122500,[0.20000 0.40000],[0.00000 0.00000],0.42027671916931786
122550,[0.20000 0.40000],[0.00000 0.00000],0.42016351083901216
122600,[0.20000 0.40000],[0.00000 0.00000],0.4200545242311958
122650,[0.20000 0.40000],[0.00000 0.00000],0.41995523560884357
122700,[0.20000 0.40000],[0.00000 0.00000],0.4198627377886509
122750,[0.20000 0.40000],[0.00000 0.00000],0.4197651054040449
122800,[0.20000 0.40000],[0.00000 0.00000],0.4196681399362013
122850,[0.20000 0.40000],[0.00000 0.00000],0.41957216296681343
122900,[0.20000 0.40000],[0.00000 0.00000],0.41945753468924746
122950,[0.20000 0.40000],[0.00000 0.00000],0.419349374929834
123000,[0.20000 0.40000],[0.00000 0.00000],0.4192422083998414
123050,[0.20000 0.40000],[0.00000 0.00000],0.41913378246647326
123100,[0.20000 0.40000],[0.00000 0.00000],0.41903246013944606
123150,[0.20000 0.40000],[0.00000 0.00000],0.4189282684423488
123200,[0.20000 0.40000],[0.00000 0.00000],0.4188189593338633
123250,[0.20000 0.40000],[0.00000 0.00000],0.4187116069806906
123300,[0.20000 0.40000],[0.00000 0.00000],0.41861231448780944
123350,[0.20000 0.40000],[0.00000 0.00000],0.4185124031001918
123400,[0.20000 0.40000],[0.00000 0.00000],0.41841058870230324
123450,[0.20000 0.40000],[0.00000 0.00000],0.41831746788777296
123500,[0.20000 0.40000],[0.00000 0.00000],0.41820960210174307
123550,[0.20000 0.40000],[0.00000 0.00000],0.4181014432247432
123600,[0.20000 0.40000],[0.00000 0.00000],0.41798850002203586
123650,[0.20000 0.40000],[0.00000 0.00000],0.41789034123235796
123700,[0.20000 0.40000],[0.00000 0.00000],0.41780118427669527
123750,[0.20000 0.40000],[0.00000 0.00000],0.4176934516176368
123800,[0.20000 0.40000],[0.00000 0.00000],0.4175995288484715
123850,[0.20000 0.40000],[0.00000 0.00000],0.4174972956492712
123900,[0.20000 0.40000],[0.00000 0.00000],0.41740309661900166
123950,[0.20000 0.40000],[0.00000 0.00000],0.4173063564790712
124000,[0.20000 0.40000],[0.00000 0.00000],0.4171984312027149
124050,[0.20000 0.40000],[0.00000 0.00000],0.4170953357982541
124100,[0.20000 0.40000],[0.00000 0.00000],0.41699514636054386
124150,[0.20000 0.40000],[0.00000 0.00000],0.4168818620678716
124200,[0.20000 0.40000],[0.00000 0.00000],0.41678844168998774
124250,[0.20000 0.40000],[0.00000 0.00000],0.41668576741753194
124300,[0.20000 0.40000],[0.00000 0.00000],0.4165863158443646
124350,[0.20000 0.40000],[0.00000 0.00000],0.4164923223565383
124400,[0.20000 0.40000],[0.00000 0.00000],0.4163986696739306
124450,[0.20000 0.40000],[0.00000 0.00000],0.41629577190141703
124500,[0.20000 0.40000],[0.00000 0.00000],0.4161922606771212
124550,[0.20000 0.40000],[0.00000 0.00000],0.4160843041756152
124600,[0.20000 0.40000],[0.00000 0.00000],0.41597892987422713
124650,[0.20000 0.40000],[0.00000 0.00000],0.4158687943651285
124700,[0.20000 0.40000],[0.00000 0.00000],0.41576666575693577
124750,[0.20000 0.40000],[0.00000 0.00000],0.41566551933350226
124800,[0.20000 0.40000],[0.00000 0.00000],0.41554207109406777
124850,[0.20000 0.40000],[0.00000 0.00000],0.41543779069421
124900,[0.20000 0.40000],[0.00000 0.00000],0.41533895576349167
124950,[0.20000 0.40000],[0.00000 0.00000],0.4152344076311753
125000,[0.20000 0.40000],[0.00000 0.00000],0.4151356210864033
125050,[0.16000 0.36000],[0.00640 0.00640],0.41504163635941066
125100,[0.20000 0.40000],[0.00000 0.00000],0.41494894684850303
125150,[0.20000 0.40000],[0.00000 0.00000],0.4148400392433971
125200,[0.20000 0.40000],[0.00000 0.00000],0.4147352983759312
125250,[0.20000 0.40000],[0.00000 0.00000],0.4146404495340762
125300,[0.20000 0.40000],[0.00000 0.00000],0.4145424406408706
125350,[0.20000 0.40000],[0.00000 0.00000],0.41445654280961647
125400,[0.20000 0.40000],[0.00000 0.00000],0.4143528528508333
125450,[0.20000 0.40000],[0.00000 0.00000],0.41425046062747106
125500,[0.20000 0.40000],[0.00000 0.00000],0.4141531796643908
125550,[0.20000 0.40000],[0.00000 0.00000],0.41404098523158234
125600,[0.20000 0.40000],[0.00000 0.00000],0.4139507432184845
125650,[0.20000 0.40000],[0.00000 0.00000],0.41384813272157656
125700,[0.20000 0.40000],[0.00000 0.00000],0.4137388789232864
125750,[0.20000 0.40000],[0.00000 0.00000],0.4136325112297367
125800,[0.20000 0.40000],[0.00000 0.00000],0.4135325187921783
125850,[0.20000 0.40000],[0.00000 0.00000],0.41343826234823516
125900,[0.20000 0.40000],[0.00000 0.00000],0.4133297512377637
125950,[0.20000 0.40000],[0.00000 0.00000],0.4132187313425805
126000,[0.20000 0.40000],[0.00000 0.00000],0.4131312052548116
126050,[0.20000 0.40000],[0.00000 0.00000],0.41302752986241575
126100,[0.20000 0.40000],[0.00000 0.00000],0.4129289514111748
126150,[0.20000 0.40000],[0.00000 0.00000],0.41283229764654306
126200,[0.20000 0.40000],[0.00000 0.00000],0.41272489591081846
126250,[0.20000 0.40000],[0.00000 0.00000],0.4126149885591072
126300,[0.20000 0.40000],[0.00000 0.00000],0.412527590353353
126350,[0.20000 0.40000],[0.00000 0.00000],0.4124114047458872
126400,[0.20000 0.40000],[0.00000 0.00000],0.41230474541961903
126450,[0.20000 0.40000],[0.00000 0.00000],0.41219273535941126
126500,[0.20000 0.40000],[0.00000 0.00000],0.41210764071756006
126550,[0.20000 0.40000],[0.00000 0.00000],0.4120149739767712
126600,[0.20000 0.40000],[0.00000 0.00000],0.4119147402532646
126650,[0.20000 0.40000],[0.00000 0.00000],0.4118195882146926
126700,[0.20000 0.40000],[0.00000 0.00000],0.4117241421461015
126750,[0.20000 0.40000],[0.00000 0.00000],0.41162555884368807
126800,[0.20000 0.40000],[0.00000 0.00000],0.4115273150048437
126850,[0.20000 0.40000],[0.00000 0.00000],0.4114385682282044
126900,[0.20000 0.40000],[0.00000 0.00000],0.4113400533036611
126950,[0.20000 0.40000],[0.00000 0.00000],0.4112522938527328
127000,[0.20000 0.40000],[0.00000 0.00000],0.4111563481152831
127050,[0.20000 0.40000],[0.00000 0.00000],0.41105569228131933
127100,[0.20000 0.40000],[0.00000 0.00000],0.41096420836117964
127150,[0.20000 0.40000],[0.00000 0.00000],0.4108607614298552
127200,[0.20000 0.40000],[0.00000 0.00000],0.41075135049133865
127250,[0.20000 0.40000],[0.00000 0.00000],0.41066151027379977
127300,[0.20000 0.40000],[0.00000 0.00000],0.41054774087303847
127350,[0.20000 0.40000],[0.00000 0.00000],0.41044534385816056
127400,[0.20000 0.40000],[0.00000 0.00000],0.4103546256933685
127450,[0.20000 0.40000],[0.00000 0.00000],0.4102557405419016
127500,[0.20000 0.40000],[0.00000 0.00000],0.41016758279824356
127550,[0.20000 0.40000],[0.00000 0.00000],0.4100662248120128
127600,[0.20000 0.40000],[0.00000 0.00000],0.4099658358528539
127650,[0.20000 0.40000],[0.00000 0.00000],0.40986641522128586
127700,[0.20000 0.40000],[0.00000 0.00000],0.40977802662136176
127750,[0.20000 0.40000],[0.00000 0.00000],0.4096811670629318
127800,[0.20000 0.40000],[0.00000 0.00000],0.40957961491254996
127850,[0.20000 0.40000],[0.00000 0.00000],0.4094831165426394
127900,[0.20000 0.40000],[0.00000 0.00000],0.4093932394942924
127950,[0.20000 0.40000],[0.00000 0.00000],0.40929804162457023
128000,[0.20000 0.40000],[0.00000 0.00000],0.40919721258413255
128050,[0.20000 0.40000],[0.00000 0.00000],0.40908039504800897
128100,[0.20000 0.40000],[0.00000 0.00000],0.4089827586706212
128150,[0.20000 0.40000],[0.00000 0.00000],0.4088939329573243
128200,[0.20000 0.40000],[0.00000 0.00000],0.4088051265358119
128250,[0.20000 0.40000],[0.00000 0.00000],0.40869312615874726
128300,[0.20000 0.40000],[0.00000 0.00000],0.4085911917137277
128350,[0.20000 0.40000],[0.00000 0.00000],0.40848614743367295
128400,[0.20000 0.40000],[0.00000 0.00000],0.40838457805900563
128450,[0.20000 0.40000],[0.00000 0.00000],0.40829086823478095
128500,[0.20000 0.40000],[0.00000 0.00000],0.40819498679914334
128550,[0.20000 0.40000],[0.00000 0.00000],0.4080947427163026
128600,[0.20000 0.40000],[0.00000 0.00000],0.40798888663758787
128650,[0.20000 0.40000],[0.00000 0.00000],0.40788994543508994
128700,[0.20000 0.40000],[0.00000 0.00000],0.40778038666548116
128750,[0.20000 0.40000],[0.00000 0.00000],0.40765959311678585
128800,[0.20000 0.40000],[0.00000 0.00000],0.40756354711063264
128850,[0.20000 0.40000],[0.00000 0.00000],0.4074459450457941
128900,[0.20000 0.40000],[0.00000 0.00000],0.40735057468162367
128950,[0.20000 0.40000],[0.00000 0.00000],0.40726179087227427
129000,[0.20000 0.40000],[0.00000 0.00000],0.40716552607849194
129050,[0.20000 0.40000],[0.00000 0.00000],0.4070674094198815
129100,[0.20000 0.40000],[0.00000 0.00000],0.40697368947532736
129150,[0.20000 0.40000],[0.00000 0.00000],0.4068837386285706
129200,[0.20000 0.40000],[0.00000 0.00000],0.40677288907330456
129250,[0.20000 0.40000],[0.00000 0.00000],0.40667767625050627
129300,[0.20000 0.40000],[0.00000 0.00000],0.40656625873118696
129350,[0.20000 0.40000],[0.00000 0.00000],0.4064583033734931
129400,[0.20000 0.40000],[0.00000 0.00000],0.4063687783387436
129450,[0.20000 0.40000],[0.00000 0.00000],0.40628270317645837
129500,[0.20000 0.40000],[0.00000 0.00000],0.40618105817295225
129550,[0.20000 0.40000],[0.00000 0.00000],0.40608442546971063
129600,[0.20000 0.40000],[0.00000 0.00000],0.4059853229062591
129650,[0.20000 0.40000],[0.00000 0.00000],0.4058896713639424
129700,[0.20000 0.40000],[0.00000 0.00000],0.40579653403260874
129750,[0.20000 0.40000],[0.00000 0.00000],0.4056946992780227
129800,[0.20000 0.40000],[0.00000 0.00000],0.4055972483589783
129850,[0.20000 0.40000],[0.00000 0.00000],0.40548892785319224
129900,[0.20000 0.40000],[0.00000 0.00000],0.4053893483213771
129950,[0.20000 0.40000],[0.00000 0.00000],0.4052897932441957
130000,[0.20000 0.40000],[0.00000 0.00000],0.40518995162074234
130050,[0.20000 0.40000],[0.00000 0.00000],0.4050811180663622
130100,[0.20000 0.40000],[0.00000 0.00000],0.40498132784925717
130150,[0.20000 0.40000],[0.00000 0.00000],0.40486944283124404
130200,[0.20000 0.40000],[0.00000 0.00000],0.404758831377561
130250,[0.20000 0.40000],[0.00000 0.00000],0.4046584993803467
130300,[0.20000 0.40000],[0.00000 0.00000],0.40456191838933186
130350,[0.20000 0.40000],[0.00000 0.00000],0.4044641186969362
130400,[0.20000 0.40000],[0.00000 0.00000],0.4043713084795459
130450,[0.20000 0.40000],[0.00000 0.00000],0.40427262399242114
130500,[0.20000 0.40000],[0.00000 0.00000],0.4041683797575881
130550,[0.20000 0.40000],[0.00000 0.00000],0.40407408670724076
130600,[0.20000 0.40000],[0.00000 0.00000],0.4039813659884052
130650,[0.20000 0.40000],[0.00000 0.00000],0.40388556659751756
130700,[0.20000 0.40000],[0.00000 0.00000],0.40378111225428875
130750,[0.20000 0.40000],[0.00000 0.00000],0.40369124735344614
130800,[0.20000 0.40000],[0.00000 0.00000],0.403601402452797
130850,[0.20000 0.40000],[0.00000 0.00000],0.4035053834638104
130900,[0.20000 0.40000],[0.00000 0.00000],0.4034137221356188
130950,[0.20000 0.40000],[0.00000 0.00000],0.40332022426690267
131000,[0.20000 0.40000],[0.00000 0.00000],0.4032122023958196
131050,[0.20000 0.40000],[0.00000 0.00000],0.4031094691872602
131100,[0.20000 0.40000],[0.00000 0.00000],0.40302532172838706
131150,[0.20000 0.40000],[0.00000 0.00000],0.40293995476167693
131200,[0.20000 0.40000],[0.00000 0.00000],0.40283821848647217
131250,[0.20000 0.40000],[0.00000 0.00000],0.4027327985749099
131300,[0.20000 0.40000],[0.00000 0.00000],0.4026360591266983
131350,[0.20000 0.40000],[0.00000 0.00000],0.4025393429160298
131400,[0.20000 0.40000],[0.00000 0.00000],0.4024485188169437
131450,[0.20000 0.40000],[0.00000 0.00000],0.40235771521030705
131500,[0.20000 0.40000],[0.00000 0.00000],0.402266314589409
131550,[0.20000 0.40000],[0.00000 0.00000],0.40216906984135026
131600,[0.20000 0.40000],[0.00000 0.00000],0.4020783292861934
131650,[0.20000 0.40000],[0.00000 0.00000],0.40197835320443515
131700,[0.20000 0.40000],[0.00000 0.00000],0.4018858049234811
131750,[0.20000 0.40000],[0.00000 0.00000],0.40178217614493345
131800,[0.20000 0.40000],[0.00000 0.00000],0.4016835069131891
131850,[0.20000 0.40000],[0.00000 0.00000],0.4015814714213465
131900,[0.20000 0.40000],[0.00000 0.00000],0.4014868574416284
131950,[0.20000 0.40000],[0.00000 0.00000],0.4013959627297056
132000,[0.20000 0.40000],[0.00000 0.00000],0.40129246026004417
132050,[0.20000 0.40000],[0.00000 0.00000],0.4011948350763798
132100,[0.20000 0.40000],[0.00000 0.00000],0.401097541496289
132150,[0.20000 0.40000],[0.00000 0.00000],0.40099565485115896
132200,[0.20000 0.40000],[0.00000 0.00000],0.4009033328188135
132250,[0.20000 0.40000],[0.00000 0.00000],0.400816877127455
132300,[0.20000 0.40000],[0.00000 0.00000],0.40071875251568884
132350,[0.20000 0.40000],[0.00000 0.00000],0.40062034443836775
132400,[0.20000 0.40000],[0.00000 0.00000],0.40051550492875143
132450,[0.20000 0.40000],[0.00000 0.00000],0.4004242154520524
132500,[0.20000 0.40000],[0.00000 0.00000],0.40032004178150704
132550,[0.20000 0.40000],[0.00000 0.00000],0.4002214244377229
132600,[0.20000 0.40000],[0.00000 0.00000],0.4001354229165848
132650,[0.20000 0.40000],[0.00000 0.00000],0.40003930737754767
132700,[0.20000 0.40000],[0.00000 0.00000],0.39993738258124323
132750,[0.20000 0.40000],[0.00000 0.00000],0.39984653176937507
132800,[0.20000 0.40000],[0.00000 0.00000],0.3997507924441197
132850,[0.20000 0.40000],[0.00000 0.00000],0.39965599628358545
132900,[0.20000 0.40000],[0.00000 0.00000],0.3995609159283828
132950,[0.20000 0.40000],[0.00000 0.00000],0.39946800440872104
133000,[0.20000 0.40000],[0.00000 0.00000],0.39936653169798214
133050,[0.20000 0.40000],[0.00000 0.00000],0.3992693750482375
133100,[0.20000 0.40000],[0.00000 0.00000],0.39917346754041433
133150,[0.20000 0.40000],[0.00000 0.00000],0.3990736011464222
133200,[0.20000 0.40000],[0.00000 0.00000],0.39898386524662516
133250,[0.20000 0.40000],[0.00000 0.00000],0.398879147840858
133300,[0.20000 0.40000],[0.00000 0.00000],0.3987781307846506
133350,[0.20000 0.40000],[0.00000 0.00000],0.39868999135092303
133400,[0.20000 0.40000],[0.00000 0.00000],0.3985978942207936
133450,[0.20000 0.40000],[0.00000 0.00000],0.39850765355638135
133500,[0.20000 0.40000],[0.00000 0.00000],0.39841345798500666
133550,[0.20000 0.40000],[0.00000 0.00000],0.39831041885826113
133600,[0.20000 0.40000],[0.00000 0.00000],0.39822146586010604
133650,[0.20000 0.40000],[0.00000 0.00000],0.39812367106373786
133700,[0.20000 0.40000],[0.00000 0.00000],0.39802559478765887
133750,[0.20000 0.40000],[0.00000 0.00000],0.3979360945431224
133800,[0.20000 0.40000],[0.00000 0.00000],0.39783989659202856
133850,[0.20000 0.40000],[0.00000 0.00000],0.39774005855785066
133900,[0.20000 0.40000],[0.00000 0.00000],0.3976417715818206
133950,[0.20000 0.40000],[0.00000 0.00000],0.3975566295248751
134000,[0.20000 0.40000],[0.00000 0.00000],0.397475166563047
134050,[0.20000 0.40000],[0.00000 0.00000],0.39737999503790183
134100,[0.20000 0.40000],[0.00000 0.00000],0.39728423644633515
134150,[0.20000 0.40000],[0.00000 0.00000],0.3971964271987205
134200,[0.20000 0.40000],[0.00000 0.00000],0.3971028463505451
134250,[0.20000 0.40000],[0.00000 0.00000],0.3970159913564984
134300,[0.20000 0.40000],[0.00000 0.00000],0.39691940653890984
134350,[0.20000 0.40000],[0.00000 0.00000],0.39683594206423695
134400,[0.20000 0.40000],[0.00000 0.00000],0.39674731835481036
134450,[0.20000 0.40000],[0.00000 0.00000],0.39665932333144227
134500,[0.20000 0.40000],[0.00000 0.00000],0.39655186799852554
134550,[0.20000 0.40000],[0.00000 0.00000],0.3964471803259895
134600,[0.20000 0.40000],[0.00000 0.00000],0.3963452581370586
134650,[0.20000 0.40000],[0.00000 0.00000],0.39625096542463323
134700,[0.20000 0.40000],[0.00000 0.00000],0.39615608702242733
134750,[0.20000 0.40000],[0.00000 0.00000],0.39606305527149804
134800,[0.20000 0.40000],[0.00000 0.00000],0.3959639670496104
134850,[0.20000 0.40000],[0.00000 0.00000],0.3958758419205342
134900,[0.20000 0.40000],[0.00000 0.00000],0.39577588922752194
134950,[0.20000 0.40000],[0.00000 0.00000],0.39566776215788174
135000,[0.20000 0.40000],[0.00000 0.00000],0.39557909571489014
135050,[0.20000 0.40000],[0.00000 0.00000],0.3954773967009198
135100,[0.20000 0.40000],[0.00000 0.00000],0.3953857382081915
135150,[0.20000 0.40000],[0.00000 0.00000],0.39528590925899215
135200,[0.20000 0.40000],[0.00000 0.00000],0.39519035196954727
135250,[0.20000 0.40000],[0.00000 0.00000],0.39509117883933986
135300,[0.20000 0.40000],[0.00000 0.00000],0.39499536545419367
135350,[0.20000 0.40000],[0.00000 0.00000],0.3949059403851323
135400,[0.20000 0.40000],[0.00000 0.00000],0.39481441433695097
135450,[0.20000 0.40000],[0.00000 0.00000],0.3947138207752258
135500,[0.20000 0.40000],[0.00000 0.00000],0.39459568637629
135550,[0.20000 0.40000],[0.00000 0.00000],0.3944878817413392
135600,[0.20000 0.40000],[0.00000 0.00000],0.39439251736883063
135650,[0.20000 0.40000],[0.00000 0.00000],0.3943014129524117
135700,[0.20000 0.40000],[0.00000 0.00000],0.3941885453151002
135750,[0.20000 0.40000],[0.00000 0.00000],0.39410777250429757
135800,[0.20000 0.40000],[0.00000 0.00000],0.39402157259777715
135850,[0.20000 0.40000],[0.00000 0.00000],0.3939254139040414
135900,[0.20000 0.40000],[0.00000 0.00000],0.39383441738822017
135950,[0.20000 0.40000],[0.00000 0.00000],0.39374434852135964
136000,[0.20000 0.40000],[0.00000 0.00000],0.3936609474076319
136050,[0.20000 0.40000],[0.00000 0.00000],0.3935524919568125
136100,[0.20000 0.40000],[0.00000 0.00000],0.39346520551749925
136150,[0.20000 0.40000],[0.00000 0.00000],0.39336616339347646
136200,[0.20000 0.40000],[0.00000 0.00000],0.393263524092508
136250,[0.20000 0.40000],[0.00000 0.00000],0.3931699645415274
136300,[0.20000 0.40000],[0.00000 0.00000],0.3930794442335281
136350,[0.20000 0.40000],[0.00000 0.00000],0.3929922627119886
136400,[0.20000 0.40000],[0.00000 0.00000],0.3928894194173894
136450,[0.20000 0.40000],[0.00000 0.00000],0.3928068023710675
136500,[0.20000 0.40000],[0.00000 0.00000],0.3927184756269379
136550,[0.20000 0.40000],[0.00000 0.00000],0.39263649724562344
136600,[0.20000 0.40000],[0.00000 0.00000],0.39254067657154373
136650,[0.20000 0.40000],[0.00000 0.00000],0.3924605426484859
136700,[0.20000 0.40000],[0.00000 0.00000],0.39237831694802616
136750,[0.20000 0.40000],[0.00000 0.00000],0.3922943018887604
136800,[0.20000 0.40000],[0.00000 0.00000],0.39220368215876084
136850,[0.20000 0.40000],[0.00000 0.00000],0.3921031518764892
136900,[0.20000 0.40000],[0.00000 0.00000],0.39201739042392164
136950,[0.20000 0.40000],[0.00000 0.00000],0.3919211192176806
137000,[0.20000 0.40000],[0.00000 0.00000],0.3918375027987263
137050,[0.20000 0.40000],[0.00000 0.00000],0.391747289266061
137100,[0.20000 0.40000],[0.00000 0.00000],0.39165619468068485
137150,[0.20000 0.40000],[0.00000 0.00000],0.3915582089801617
137200,[0.20000 0.40000],[0.00000 0.00000],0.3914692616030747
137250,[0.20000 0.40000],[0.00000 0.00000],0.3913872435891705
137300,[0.20000 0.40000],[0.00000 0.00000],0.39129623272667446
137350,[0.20000 0.40000],[0.00000 0.00000],0.39121094803018736
137400,[0.20000 0.40000],[0.00000 0.00000],0.3911103720187142
137450,[0.20000 0.40000],[0.00000 0.00000],0.39102362721986267
137500,[0.20000 0.40000],[0.00000 0.00000],0.3909336010674011
137550,[0.20000 0.40000],[0.00000 0.00000],0.39084389562550215
137600,[0.20000 0.40000],[0.00000 0.00000],0.3907509117174149
137650,[0.20000 0.40000],[0.00000 0.00000],0.39065105364726194
137700,[0.20000 0.40000],[0.00000 0.00000],0.3905566167980577
137750,[0.20000 0.40000],[0.00000 0.00000],0.39046370123518054
137800,[0.20000 0.40000],[0.00000 0.00000],0.3903830924180854
137850,[0.20000 0.40000],[0.00000 0.00000],0.39028752211760775
137900,[0.16000 0.36000],[0.00640 0.00640],0.39020036083939014
137950,[0.20000 0.40000],[0.00000 0.00000],0.39011351844961206
138000,[0.20000 0.40000],[0.00000 0.00000],0.39000633967304293
138050,[0.20000 0.40000],[0.00000 0.00000],0.389916248460835
138100,[0.20000 0.40000],[0.00000 0.00000],0.3898222884446093
138150,[0.20000 0.40000],[0.00000 0.00000],0.3897214711971431
138200,[0.20000 0.40000],[0.00000 0.00000],0.3896347353883049
138250,[0.20000 0.40000],[0.00000 0.00000],0.3895369564416443
138300,[0.20000 0.40000],[0.00000 0.00000],0.3894412943776953
138350,[0.20000 0.40000],[0.00000 0.00000],0.3893432651429969
138400,[0.20000 0.40000],[0.00000 0.00000],0.3892581073374396
138450,[0.20000 0.40000],[0.00000 0.00000],0.38916968245740025
138500,[0.20000 0.40000],[0.00000 0.00000],0.3890699298548402
138550,[0.20000 0.32000],[0.00000 0.02560],0.38898154772168564
138600,[0.16000 0.36000],[0.00640 0.00640],0.3888910962654033
138650,[0.20000 0.40000],[0.00000 0.00000],0.38879439916634734
138700,[0.20000 0.40000],[0.00000 0.00000],0.38869414608898484
138750,[0.20000 0.40000],[0.00000 0.00000],0.3886082354552647
138800,[0.20000 0.40000],[0.00000 0.00000],0.38851280146560957
138850,[0.20000 0.40000],[0.00000 0.00000],0.38841858339981944
138900,[0.16000 0.36000],[0.00640 0.00640],0.38833303172849737
138950,[0.20000 0.40000],[0.00000 0.00000],0.3882451149800536
139000,[0.20000 0.40000],[0.00000 0.00000],0.3881453014514826
139050,[0.20000 0.40000],[0.00000 0.00000],0.3880461092562005
139100,[0.20000 0.40000],[0.00000 0.00000],0.38796272402585114
139150,[0.20000 0.40000],[0.00000 0.00000],0.38787637964106697
139200,[0.20000 0.40000],[0.00000 0.00000],0.3877912450342484
139250,[0.20000 0.40000],[0.00000 0.00000],0.38768381159706333
139300,[0.20000 0.40000],[0.00000 0.00000],0.38758681971904135
139350,[0.20000 0.40000],[0.00000 0.00000],0.3874987744930268
139400,[0.20000 0.40000],[0.00000 0.00000],0.38741015457057343
139450,[0.20000 0.40000],[0.00000 0.00000],0.38732006851671075
139500,[0.20000 0.40000],[0.00000 0.00000],0.38722465366767844
139550,[0.20000 0.40000],[0.00000 0.00000],0.38712896519116097
139600,[0.20000 0.40000],[0.00000 0.00000],0.38702825038990224
139650,[0.20000 0.40000],[0.00000 0.00000],0.38694478689079
139700,[0.20000 0.40000],[0.00000 0.00000],0.3868565905870957
139750,[0.20000 0.40000],[0.00000 0.00000],0.38676930495419115
139800,[0.20000 0.40000],[0.00000 0.00000],0.38668856843800914
139850,[0.20000 0.40000],[0.00000 0.00000],0.38661408020775084
139900,[0.20000 0.40000],[0.00000 0.00000],0.3865182459484064
139950,[0.20000 0.40000],[0.00000 0.00000],0.3864286638885181
140000,[0.20000 0.40000],[0.00000 0.00000],0.3863325790690171
140050,[0.20000 0.40000],[0.00000 0.00000],0.3862415577809301
140100,[0.20000 0.40000],[0.00000 0.00000],0.3861395919777561
140150,[0.20000 0.40000],[0.00000 0.00000],0.38605602381073567
140200,[0.20000 0.40000],[0.00000 0.00000],0.3859576617726479
140250,[0.20000 0.40000],[0.00000 0.00000],0.3858756138284378
140300,[0.20000 0.40000],[0.00000 0.00000],0.38578529240479154
140350,[0.20000 0.40000],[0.00000 0.00000],0.38569055167043353
140400,[0.20000 0.40000],[0.00000 0.00000],0.3855940584720519
140450,[0.20000 0.40000],[0.00000 0.00000],0.38549788529507034
140500,[0.20000 0.40000],[0.00000 0.00000],0.38540617323218435
140550,[0.20000 0.40000],[0.00000 0.00000],0.38531034265321784
140600,[0.20000 0.40000],[0.00000 0.00000],0.38520507479990185
140650,[0.20000 0.40000],[0.00000 0.00000],0.38511875297368453
140700,[0.20000 0.40000],[0.00000 0.00000],0.3850318594453986
140750,[0.20000 0.40000],[0.00000 0.00000],0.3849449855227156
140800,[0.20000 0.40000],[0.00000 0.00000],0.38485694964489725
140850,[0.20000 0.40000],[0.00000 0.00000],0.3847627322081463
140900,[0.20000 0.40000],[0.00000 0.00000],0.38465643302281727
140950,[0.20000 0.40000],[0.00000 0.00000],0.3845637404899185
141000,[0.20000 0.40000],[0.00000 0.00000],0.3844577913625842
141050,[0.20000 0.40000],[0.00000 0.00000],0.3843639666545351
141100,[0.20000 0.40000],[0.00000 0.00000],0.38427488388485803
141150,[0.20000 0.40000],[0.00000 0.00000],0.3841902448897931
141200,[0.20000 0.40000],[0.00000 0.00000],0.38410179200062516
141250,[0.20000 0.40000],[0.00000 0.00000],0.38401306473511054
141300,[0.20000 0.40000],[0.00000 0.00000],0.3839169912153522
141350,[0.20000 0.40000],[0.00000 0.00000],0.3838303688380255
141400,[0.20000 0.40000],[0.00000 0.00000],0.3837393480171784
141450,[0.20000 0.40000],[0.00000 0.00000],0.383643637433935
141500,[0.20000 0.40000],[0.00000 0.00000],0.38356090383410074
141550,[0.20000 0.40000],[0.00000 0.00000],0.3834705355622588
141600,[0.20000 0.40000],[0.00000 0.00000],0.3833798943264375
141650,[0.20000 0.40000],[0.00000 0.00000],0.38328956870105946
141700,[0.20000 0.40000],[0.00000 0.00000],0.3831895586415755
141750,[0.20000 0.40000],[0.00000 0.00000],0.38311103962297477
141800,[0.20000 0.40000],[0.00000 0.00000],0.3830257750215798
141850,[0.20000 0.40000],[0.00000 0.00000],0.3829434685850039
141900,[0.20000 0.40000],[0.00000 0.00000],0.3828541273362271
141950,[0.20000 0.40000],[0.00000 0.00000],0.3827421863201757
142000,[0.20000 0.40000],[0.00000 0.00000],0.38265171724484465
142050,[0.20000 0.40000],[0.00000 0.00000],0.38257095935511404
142100,[0.20000 0.40000],[0.00000 0.00000],0.38247935649601467
142150,[0.16000 0.36000],[0.00640 0.00640],0.38240039599752823
142200,[0.20000 0.40000],[0.00000 0.00000],0.3822950428818222
142250,[0.20000 0.40000],[0.00000 0.00000],0.3822081997495427
142300,[0.20000 0.40000],[0.00000 0.00000],0.3821166837496689
142350,[0.20000 0.40000],[0.00000 0.00000],0.38203339977535355
142400,[0.20000 0.40000],[0.00000 0.00000],0.38194045987612135
142450,[0.20000 0.40000],[0.00000 0.00000],0.3818425602795875
142500,[0.20000 0.40000],[0.00000 0.00000],0.3817555269261207
142550,[0.20000 0.40000],[0.00000 0.00000],0.3816676345869434
142600,[0.20000 0.40000],[0.00000 0.00000],0.38157478366993075
142650,[0.20000 0.40000],[0.00000 0.00000],0.3814889825634326
